I think that I would like to order the broccoli noodles   please , That is an excellent choice   and I could bring you your salads now or bring them with your dinner
What kind do you want ? , I have no idea
What kind do you plan on making ? , I'd really like a salad with chicken
That sounds like a great salad , Why don't you put it in your salad ?
This all looks good ! I think we know what we want , Please let me point out the chef's special   which is blackened catfish
Could you tell me if there are any entrees that are vegetarian ? , The cashew broccoli noodles or the cheese and veggie enchiladas would be an excellent choice
You can serve our salads with our dinner , Have you washed any clothes yet ?
Sure  Is there any extra care that I should take with your clothes ? , Just make sure you keep it on the gentle cycle
It's really only a small load , Do you mind washing my clothes ?
It's no trouble at all , Did you already wash your clothes today ?
Is there any special care I should take with your clothes ? , The only thing is that they have to be washed on the gentle cycle
It's a medium load , You don't mind   do you ?
You're welcome , What does it cost to ride this bus ?
I haven't been driving for long — only for a few months , Do you like to drive the bus ?
I never dreamed of doing this either  The only thing I like about it is the money , It was really fun chatting with you
I'll have a good day once this day is over , How much for the bus ride ?
I started driving the bus a few months ago , Is it fun driving the bus ?
I never did either   but it pays the bills , I enjoyed talking to you
You're going to have to make an appointment , Can I make one right now ?
The only time we can come on Friday is at 3 , I'm going to need it installed earlier than that
Saturday is perfect  What time would you like ? , Is 11
What kind would you like ? , What kind of internet is there ?
I would recommend DEL , So that one better ?
DEL isn't connected through your phone line   but dial-up is , So then I can't use my phone if I'm on the internet ?
I've finished my white clothes  I need to wash the rest , Well   when you do your darks   can you wash some of mine too ?
Do you have a lot of clothes that need to be washed ? , There aren't many clothes   is your load big ?
I can do this for you  Don't worry , I greatly appreciate this
Let me just get five more minutes of sleep , I would   but you need to start getting ready for school
Trust me  I'm going to wake up , You have a lot to get done this morning
I'll make it to school on time  Don't worry , Okay   I'll let you sleep for a little while longer
Do you know what kind of internet you would like to get ? , What are my options ?
DEL is the best choice , Why is DEL better ?
Well   with dial-up your internet is connected by your phone line , That means that I can't use my phone and the internet at the same time   right ?
Give me five more minutes  I'm really tired this morning , I'm sorry   but it's time for you to get ready for school
Believe me  I will get up and get ready in five minutes , There's a lot that you need to do this morning
I'm going to be on time today , Go back to sleep then   but only five more minutes
Which kind of internet connection do you want to get ? , What kind can I get ?
I would get DEL if I were you , DEL is better than dial-up ?
Dial-up is connected through your phone   unlike DEL , That'll make it impossible for me to use
I'm so tired  Let me sleep for five more minutes , You have to get up and get ready for school
I promise I'll wake up   in five minutes , You still need to eat breakfast   take a shower   and get dressed
I'm not going to be late today , Fine   five more minutes
I'm not ready to go to sleep  I'm not tired , It's quite late   and you have an early day tomorrow
I've tried that before  It really doesn't work , That's beside the point   you still need to go to bed
I promise I'll go to sleep soon , No   you're going to sleep now   so good night
I can't sleep  I'm really not all that tired , You need to get some rest   as you have to get up early in the morning
That really does not work for me , It doesn't matter   you need to get some sleep
Don't worry   I'll make sure and get to sleep in a little while , I want you in bed   right now   so sweet dreams
I really didn't mean to , It doesn't matter   because you damaged my car
What's wrong with it ? , My bumper is smashed in
If you'd just give me your number and insurance   then I'll handle it , Here  I'd better get a call from you
That was my fault  I'm sorry , You messed up my car
I don't see anything wrong with it , It's smashed in
I'll take care of everything  I just need your phone number and insurance , I need your information too
You don't know what happened ? , What did happen ?
I wouldn't lie about something like that , Were there any injuries ?
The news said they should be fine , I'm glad to know that everyone made it out okay
Nobody told you what happened ? , Tell me the news
I am completely serious , Did anyone get hurt ?
I believe so , That's great to hear
You haven't heard about it ? , No   don't you know what happened ?
I'm telling you the truth , Did anyone get hurt ?
I think so , Well   that's a miracle that no one was killed
Did you notice that stop sign you ran through ? , I'm sorry   I didn't even notice it
That's true  Those bushes are a problem , I swear that I didn't mean to run it
Under the circumstances   I think I'm just going to let you go with a warning , Thanks a lot
I stopped you for driving through a red light , Did I really ?
Don't you know that yellow means slow down ? , Yes   madam
I'll have to write you a ticket , I understand   and I am very sorry
Are you aware that you ran through that stop sign ? , There was a stop sign ?
You knowYou ' re right  The bushes are covering the sign , If I saw the stop sign   I would've stopped for it
I'll let you off with a warning , Thank you   I really do appreciate that
There was a stop sign back there that you didn't stop for , I really didn't see it
Those bushes are covering the stop sign , I really didn't mean to run it
No   I'm just going to let you go , Thanks for being so understanding
Are you aware that you drove through a red light ? , I ran a red light ?
Weren't you taught that yellow means slow down   not speed up ? , I did learn that
I'm going to have to write you a ticket , I understand
Tell me what the problem is , I can't figure out how to turn them on
The washer costs 50 cents and the dryer costs a dollar , Where do I put the change ?
That's all there is , I appreciate you helping me with this
What do you need help with ? , Do you know how to turn them on ?
You need to put 50 cents into the washer machine and a dollar into the dryer , So what do I need to do ?
That's everything , Thanks for all your help
I started washing here about three years ago , How come ?
What reason are you washing here today ? , I can't wash at home because my machine is broken
Are you going to continue washing your clothes here for a while ? , I have no choice
I have been washing clothes here since a few years ago , Why is that ?
Why are you washing your clothes here now ? , My washing machine broke down
So you're just going to wash here ? , Yeah   I think that's what I'm going to have to do
I have been coming here for the past few years , Why do you wash here ?
Why don't you wash clothes at home ? , I would   if my washing machine wasn't broken
So you plan on washing your clothes here from now on ? , That's my only option right now
No   not yet , Well   when were you planning on doing that ?
I'm going to clean it , I want you to vacuum in your room   and don't forget to dust everything
I'm not going anywhere until later   so I'll clean it then , Have you begun cleaning up that room of yours ?
I'm planning on cleaning it up a little later , I told you to clean it up earlier
I won't forget , I don't want you to leave until you clean up
I haven't gotten started on my room yet , When exactly do you plan on cleaning it ?
I already told you that I'm going to do it , Remember to vacuum the floor and dust everything
I'll clean my room before I leave , I want to get some cable
We have movie channel packages , What else have you got ?
We have that package , Let me get that package
You will be able to add or get rid of channels another day , What's for dinner tonight ?
No   I always cook , Yeah   and I love your cooking
Look   I'm really tired tonight  I don't feel like cooking dinner , Okay   I'll make dinner tonight
Yes   please , I would like to order cable
We have all kinds of movie channel packages , What else do you have ?
Yes   we do offer that package , I want that
You can always get rid of channels or add some later , May I order some cable from you today ?
We offer packages with all the movie channels , Are there any other packages ?
We have that available , I would like to get that
Yes   you can add or get rid of channels later on if you would like , Something's wrong with my computer
Did you see if all the connections are right ? , I'm not sure I understand what you mean
If your plugs aren't connected all the way   the computer won't turn on , I had no idea
Let me know if that doesn't work , I need to get my internet fixed
How long has this been happening ? , This problem has been happening for a few days now
There's obviously a problem with your connection , I'm going to need someone to come and fix it for me
They'll be there in about an hour , I'm having problems with my computer
Have you checked the connections on your computer ? , What connections ?
It won't turn on if the cords aren't connected , I didn't think of that
It should work   but let me know if it doesn't , I need somebody to come over and fix my internet
How long have you been having this problem ? , It hasn't been working the past few days
Well   the internet isn't down   so there must be something wrong with your connection , Could you send someone to fix it today ?
They should be there in the next hour , I need to get my high speed internet installed
What day would you like us to do the installation ? , Is Friday good ?
I'm sorry  That's the only available time , Are you available this Saturday ?
We can do it  See you then , Can you send someone to fix my internet ?
Can you tell me how long your internet has been messing up ? , I've been having this problem for the last few days
Since the internet isn't broken   your connection must be messed up , Do you think you can send somebody over to fix it ?
It should be no longer than an hour , My computer isn't working
Try checking the connections , Which ones are you referring to ?
If they're not connected right   that will keep it from turning on , I did not know that
Tell me if it's still not working , We finally get a chance to meet
I need to speak with you about your daughter , Is there something wrong ?
She is a great addition to my class , You don't have anything bad to say about her ?
I'm more than happy having her in my class , Hello   it's nice to meet you
I would like to talk to you about your daughter , Is there a problem ?
Your daughter is a wonderful student , She isn't messing up in class ?
It is my pleasure to have her in my class , Hi   how are you ?
I wanted to meet with you to discuss your daughter , Is she acting up in class ?
She is absolutely wonderful , So she isn't causing you any problems ?
You have nothing to worry about with her , Hello   I'm returning your phone call
I needed to talk to you about your son , Is he messing up in school ?
He wouldn't stop talking throughout the class , I don't know what's gotten into him
I really appreciate your help , I have never done this before and don ’ t know where to begin as far as making an offer on this house
It is best to start a little low on the first bid to allow for a counter-offer  How about offering three hundred and twenty thousand dollars ? , I hope that the owners aren ’ t insulted by that offer
It usually doesn ’ t take very long for owners to respond to an offer , Should I be in touch with my bank to tell them to get the loan papers ready ?
Thank you for returning my call , What was your call about ?
He was messing around last week in class , Exactly what did he do ?
I need you to talk to him   if you don't mind , That won't happen again   I'm sorry
The owners have counter-offered three hundred and thirty-five thousand dollars , Should I accept their offer ?
No one else has made an offer   so you could make another offer if you want to do so , I think that I would like to offer three hundred and thirty thousand dollars as a counter-offer
By now   the owners probably have a pretty good idea of what they will accept  It will go quickly , I believe that you called me ?
I was calling about your son , Did he do something wrong ?
He was talking and causing a disturbance during class , That's really not like him
Don't worry about it   but thank you very much , Have the owners answered back with a counter-offer for my offer to purchase the house ?
You can accept this offer or decline it and come up with another offer , If I make another offer and they refuse   then what ?
I will contact the sellers with your current offer , Do you think that this will move along fairly quickly ?
I didn't mean to  It was an accident , You have completely damaged my car
What did I do to it ? , You smashed my bumper in with your car
Look   just give me your insurance and number and I'll take care of it , Give me your information   in case I don't hear from you
I was able to contact them so   if you ’ ll step into my office   we ’ ll talk , Did they go with the proposed counter-offer ?
It can cost between five hundred and one thousand dollars , Do I get to choose who inspects the home ?
I am going to contact the sellers immediately  They were looking forward to your acceptance , I want to take a look at that home with the Open House flags out front
They always make the front yards look so great for Open Houses  Let ’ s see what the inside looks like , I am going to go sign my name in the registry to let the listing agent know that we were here
I need to pick up a flyer with the information about the house on it , Is the current asking price listed on the flyer ?
I needed to ask you a question , Ask away
I want to get my license , You have to do six hours behind the wheel
Is that all ? , There's nothing else to it
I need to take a few classes , What kind of classes would you like to take ?
I don't understand why I need to make an appointment , You need to make one to come down and fill out your paperwork
I'd like to come in tomorrow morning at 9 , That'll be fine
Yes   that looks great ! Is it on our Open House list ? , Yes   it is on our list
OK   let ’ s go check out the kitchen next , Oh look   they have some refreshments in here
Yes   it seems to have been discounted from two hundred and thirty-five thousand to two hundred and twenty-five thousand , From the looks of this house from the outside   I don ’ t really think that I want to go inside
Sometimes all a place needs is a little bit of cleaning and some fresh paint , With so few windows   how can you even see what the problems are ?
The picture in the listing shows a lovely master suite  I think that we should go look at it since we are here , Is there a dead animal somewhere in here ?
Yes   please have a seat   and we ’ ll discuss this right now , I hope that they accepted the counter-offer
It can cost as little as five hundred dollars and as much as one thousand dollars , Is it my choice as to who inspects this house ?
Let ’ s call them right now  I am sure that they will be happy to hear that you have agreed to pay for the inspection , I see an Open House sign over there   and I think we should go check it out
I love the beautiful lawn  What a great front entryway ! , We need to make sure to put our names in the registry so the realtor knows we were here
Check out the flyer with all of the home ’ s information on it , What is the price of this house in the flyer ?
I have a question , What do you need to know ?
I need to get my license , You're going to need to complete six hours
That's all I need to do to finish ? , Yes   that's all you need to do
I haven't taken it yet , Make sure to study first
Does it cost money ? , No   it doesn't cost anything
Did you pass the test your first try ? , I thought it would be easy   but I didn't pass it
You did a fabulous job , Are you telling me that I passed the test ?
You did mess up a little on one thing , Tell me
That's something that you really need to work on , Am I still going to get my license ?
Can I sign up for some classes today ? , Which classes ?
Why do I need an appointment ? , You need to sign the paperwork
How about 9 o'clock tomorrow morning ? , I'll schedule you for then
I would like to sign up for some classes , What classes did you want to sign up for ?
What do I need to make an appointment for ? , You need an appointment so you can sign the papers
Can I make it for tomorrow at 9 , I can schedule you for that day and time
May I ask you something ? , What's your question ?
I'm trying to get my license , You need six hours
That's all I have to do ? , That's everything
You will have to take your driving test  Have you taken it yet ? , I haven't taken it yet
You need an appointment , I would like to do that right now   if I could
Okay   so Friday at what time ? , The morning would be nice
You did a wonderful job , So   I passed ?
You did mess up on something , What was that ?
You just need a little more practice , I know   but I still get my license   right ?
Yeah   sure  Let's go , Buckle up
Which direction should I take ? , Make a left on this next street
Okay   but let me know ahead of time , That's all for today   so park right there
I'm pretty good , Do you think you can teach me ?
Do you have any experience driving a car ? , I've only done it once
When do you want to start learning how to drive ? , Whenever you have time
Don ’ t be intimidated  There is a lot to sign   but I will explain everything to you very clearly , Do you need anything from me ?
We are going to go through these bit by bit  You will have plenty of time to read the fine print , My dad is going to be here in a minute to help me go through this with you
When these papers get processed   the house will be yours ! , I am here to sign my escrow papers
Basically   what I need from you now is your driver ’ s license or some ID that shows your residency status , Where do I start ?
We do not want you to sign any documents that you do not understand  You may get assistance with any questions that you have , Will the house be mine when we finish these documents ?
Escrow involves a lot of paperwork   but I will explain all of the steps to you as we go along , What should I have brought with me ?
Don ’ t worry about how many papers there are  We are going to look at them one at a time , My boyfriend is an attorney and told me that I could fax him anything if I had a question
At the close of escrow   the house will be yours ! , Did you get a chance to speak with the sellers about my counter-offer ?
Yes   they accepted your counter-offer   but they want you to pay for the home inspection , How much will that cost ?
Yes   you are paying for it   so you get to choose  I would pick the best one , So   when are you going to inform the owners of my acceptance ?
No   I haven't , You should study before you take it
Do you know if it costs any money to take it ? , Since you already paid for your permit   you don't have to pay again
Did you pass it the first time that you took it ? , No   I didn't   because it was pretty hard
The process of actually making the offer is something that I will take care of for you  What price were you considering offering ? , I love this house and would be willing to pay the full asking price of three hundred and fifty thousand dollars
It is common practice to offer and then have a counter-offer , How long will it take to find out if they are going to accept the offer ?
There really isn ’ t anything else to do right now except wait  You are already pre-qualified for your loan , Your office called and said that the owners had made a counter-offer to my offer to purchase their house
You   of course   have two ways of responding  You can say yes or come up with another offer , I want to make another offer   but I am afraid that they will decline and I will lose this house
After the owners get home from work tonight   I will approach them with your offer , Can you tell me how long it will take them to get back to me ?
Have you taken your driving test yet ? , I have yet to take my driving test
You'll have to make an appointment for that , I would like to make one right now
What time would you like to take the test ? , If I could do it in the morning   then that would be good
Do you really want to know ? , Yes   I do
You didn't pass the test , I don't understand how I could've failed it
The main reason is the fact that you're a horrible driver , Can I take the test again ?
I need to see your ID , I think I forgot it in the car
Go get it , Here you go
Here's a pen for you , Thanks for your help
Can I see your ID ? , No   I left it in the car
Make it quick , Okay   here's my ID and the $ 27
Use this one , Thanks a lot
Do you have your ID with you ? , I may have left my ID in my car
Please hurry , Here it is
Here you go , Thank you very much
Do you want the truth ? , Of course   I do
To be completely honest   you failed your test , How ?
Basically   you just can't drive , Can I have another try ?
If that's what you want to do   then we can , Did you buckle your seatbelt ?
What do you want me to do ? , Go left
Tell me before you want me to stop , All right   try parking here
Do you want to know the honest answer ? , Why wouldn't I want to know ?
You failed , How'd I fail it ?
To sum it all up   you really just don't know how to drive , ThanksWill I be able to take a retest ?
I'm a great driver , Could you teach me how to drive ?
Have you ever been behind the wheel ? , I've only driven a car one time
Tell me when you want me to teach you , We can do it when you have some time
I need to see your ticket  Do you have it ? , Here's my ticket right here
You can't pay your fine without your ID , I don't understand why I can't just pay you
Just come back when you have your ID with you , Will my record be cleared after I pay the fine ?
I've gotten a few , How many is a few ?
Yes   I've paid all of them off , How much is the fine ?
I got a parking ticket the other day , Pay it off   and they'll clear your record
No   have you ? , Yeah   I just got one the other day
I don't understand why you would do that , There was nowhere to park   and I needed to run in and get something
What about your parking spot ? , But I really needed to be quick
Do you have the ticket with you ? , Yes   I have my ticket with me
You need it to pay your fine , Why can't I just give you the money for the fine ?
All right   come back and bring your ID , So once I pay this off   my record will be cleared ?
I've gotten a few parking tickets before , How many ?
Yes   I paid my fines , How much do you have to pay for the ticket ?
I got one the other day , Well   you better make sure you pay it off
Only a few , What's a few ?
Of course I have , How much are the parking tickets ?
I just got a parking ticket , You should probably pay the fine soon
I've never gotten one  Have you ? , I got a ticket yesterday
Why did you do that ? , I needed to get something really quick
Don't you have your own parking spot ? , I needed to be fast
No   I haven't  What about you ? , I got a ticket a couple of days ago
Why would you park in the red zone ? , I had to run in and get something quickly
I thought that you had your own parking spot ? , I had to make it quick
You'll find the cereal by the breakfast foods , What breakfast foods ?
Can I help you with anything else ? , Could you tell me where the dishwashing detergent is ?
That's where it'll be , Well   thank you very much
What kind do you want ? , I need to get ground beef
Exactly what type of ground beef do you want ? , Extra lean
Don't mention it   I'll just wrap this up for you , Thanks for your help
What are the different kinds ? , You can get a day   weekly   monthly   or student pass
Sure   here it is , Very good
Okay   I'll take it , Thank you for your purchase
Where do you live ? , I live up in Altadena
I know for a fact that it goes to the station , What street would I catch it on ?
Yup   it does , Well   thanks for letting me know
Where do you need to catch this bus at ? , All the way up on Las Flores Drive and Fair Oaks
The 267 stops at Altadena Drive and Fair Oaks , Which direction do I want ?
Del Mar and Hill , Thanks for letting me know   home-girl
The mangoes are on sale today , What exactly are mangoes ?
Maybe if you were a parrot  I wouldn't recommend it , How much does a mango cost ?
It's hard to describe  They're sweet   but also sort of citrusy , How do I tell the difference between a ripe one and an unripe one ?
These are from Mexico , Where is the bus ?
It should be coming soon , It better   because I'm already late for work
That is true , It's also horrible having to be at a bus stop in any kind of weather
Yes   I agree , Did you get your bus pass ?
I don't know where to go to get one , I know where to get them from
I had no idea , I'm sure you didn't
I'll buy it later on today , I want to get on the bus already
I think it'll be here pretty soon , I need to get to work   so it better
That's right , I also hate having to stand at a bus stop in all kinds of weather
I completely agree with that , I need some flowers for my wife  It's her birthday
$ 20 per dozen , That sounds like a good deal
Splendid  Will there be anything else ? , No   the roses will be fine
We have a good variety  What decade would you like ? , I was hoping I could find something made in the ' 20s
Many people like the dancing figures  Two of our boxes have the figures , So hard to choose  I think I'll take this one
I'm sorry   but if it breaks down   you're on your own , I just thought I would ask
Yes  We just had a basketball match with Class Two , Who won ?
Seventy to sixty-seven , I ’ m going to be moving out soon
That ’ s not going to be all right , I don ’ t understand why
Because you ’ re leaving before your lease is over , You have to give it back to me
I can ’ t help you with that , Can you help me pick out a gift for my niece ?
Here's the latest model — Digital Barbie , Oh   she's nice  How much is she ?
Excellent  Would you like anything else ? , No   thank you
Here's your change  Thank you for shopping with us , I ’ m moving out
That ’ s going to be a problem , I don ’ t know why there ’ s a problem
You ’ re breaking our contract , I ’ m going to need my deposit back
That ’ s really not my problem , I opened my mail   found this eviction notice   and don ’ t know what to do with it
This isn ’ t the first time you have been considerably late with the rent  I need to start the procedure to evict you , Are you taking my apartment away ?
You can keep the apartment if you stay caught up on your rent  Otherwise   I need to find someone who can make the payments , I will go write a check right now
I have time to speak with you  Where would you like to purchase your house ? , I am most interested in Pasadena or Arcadia   but would be open to other suggestions
Do you need to be located in a particular school district ? , It doesn ’ t matter   as we do not have any children
Thank you for all of the information  I will help you find the perfect house for you , What is this eviction notice for ?
I mentioned to you before that you need to keep up with your rent  This notice to evict is letting you know that I mean business , You can ’ t just throw me out on the street !
You can stay   but you might think about looking for a less expensive living arrangement if you are having trouble making the payments , I am going to take care of the rent payment right now
Well   you are behind in your rent ; it ’ s a 30 - day notice to vacate , You can ’ t make me move just for being late with my rent
This notice is to let you know that you will be evicted by a sheriff if you don ’ t make good on your rent , If I catch up on my rent   can I stay ?
Thank you  Please make sure that you pay with cash or a cashier ’ s check , I have to move
There ’ s a problem with that , What is the problem ?
This was stated in our agreement , But I need it back
That ’ s not my fault , I need to see if I qualify for a home loan
How long have you been on your current job ? , I have only worked at this job for 6 months   but I have a longer job history elsewhere
Do you know your credit score ? , I think that it is around 600
Yes   I liked it the first moment I pulled up to it , I love the paint job !
You ’ ll notice that the window treatments   carpeting   and drapes are all new , I like the way the blinds give you privacy from the street
The best part is the bedroom and attached bathroom , I love the relaxing colors in the tile and floor covering !
Would mornings or afternoons be best for you ? , It is easier for me to take off work in the afternoon
Would you like to meet at the real estate office   or should I pick you up at home ? , If you could pick me up at home   that would be great
I will fax you a schedule as soon as I contact the owners to confirm the times , I am trying to see if I can afford to purchase a home that I wish to buy
How many years have you held your current position ? , I have been at my current job for 10 years
Have you ever figured out your credit score ? , I try not to think about it !
There is a formula that can help us figure that out  What is your annual salary ? , I earn sixty-five thousand dollars per year
Do you receive any other income ? , I own a small rental unit with a partner   and I receive five hundred dollars a month from that unit
You are in good shape  Figuring in your other expenses   you can easily afford a house costing seven hundred thousand or maybe even a little more ! , Hello   I would like to make an appointment to look at houses
Can you go during the week   or can you only go during the weekend ? , Going to look at houses during the week is best for me
I am thinking of looking at three houses   and it will take about two hours , That sounds good to me
Yes   it has great curb appeal , The landscaping is wonderful !
The carpeting and paint are all new   as well as the window treatments , I love the sage green carpeting with the sunset-colored walls
Let ’ s go check out the bedroom and bathroom , I really like the Jacuzzi bathtub in the bathroom
Can you do that in the mornings   or would the afternoons be best ? , Either way is good for me
We could meet at the real estate office   or I could pick you up at your home , I am leaving from work   so maybe I could just meet you at the first house that we will look at
When I have confirmed the times with the owners   I will e-mail you our plans for the day , This looks like a very nice house
The exterior is only half of the story  The interior is incredible , This home is gorgeous on the inside !
Straight ahead is the gourmet kitchen , I love the bamboo flooring and granite countertops
I know that you like this house   but let ’ s take a look at the others before you make up your mind , Does it look too big ?
How would you like to pay for it ? , Here's my credit card
So long  Have a nice weekend , Does it look too small ?
Cash or charge ? , I'll charge it
Good-bye   and thank you for shopping here , Well   how does it look ?
Cash   credit card   or debit card ? , I think I'll use my credit card
Bye-bye  Visit us again soon ! , I've brought this dress back to exchange it
We have nothing on sale today  But we're having a big sale next weekend , Is the sale going to include dresses ?
The savings will be worth the short wait  See you next weekend , What do you think ?
Will this be cash or charge ? , Here   take my credit card
Here's your receipt  Have a nice day , Does it look like a good fit ?
How do you prefer to pay ? , Let me use my credit card
I hope you enjoy your purchase  Good-bye , Hello   where can I buy an inexpensive cashmere sweater ?
Outlets have more reasonable prices , Thank you for your help
How about an outlet ? , Great idea !
You're welcome , Hello   do you know anywhere that sells cheap cashmere sweaters ?
Outlets usually give you great deals , Thanks for helping me
An outlet carries cheap cashmere sweaters , That's a good idea !
I hope you find a nice sweater , Where is the produce ?
I don't know  The produce person can tell you   though , Hello   I'm looking for a shop that sells inexpensive cashmere sweaters
Many of my friends shop at outlets , Thanks  That is a good suggestion
All of the produce is in aisle A , Are bananas on sale today ?
It's in aisle A , Do you know what produce is on sale ?
All of the produce is in aisle A , Are bananas on sale today ?
Aisle A is where you'll find all the produce , What sales do they have today ?
Aisle A is where you'll find all the produce , Are cherries on sale today ?
No problem  What ’ s wrong ? , A pipe in my apartment is leaking
Can you tell me how long the pipe has been leaking ? , The pipe has been leaking for a couple days
Is that all right ? , I just need the problem fixed
It ’ s my job  What can I help you with ? , I think a pipe burst in my apartment
When did the pipe start leaking ? , It ’ s been leaking for a couple of days now
You ’ re fine with that ? , I just want the problem taken care of
Rather difficult  How about you ? , It wasn't too bad  Were you nervous ?
That's because you did well , No   I wouldn't worry about you
Where is some fresh produce that's on sale ? , Well   I think you'll like the mangoes
Can you eat the stone ? , No  You would break all your teeth on it
Can you describe their taste ? , They usually taste sweet   but they remind me of an orange
What country produces them ? , They come from tropical countries
Mangoes  What are they ? , Well   it's a fruit with a big nut in it
How much are they ? , Well   the sale price is $ 1 each
How do I know if it's ripe ? , You can buy them hard  Wait a few days for them to develop a soft feel
Can you direct me to some fresh produce that's on sale ? , Well   we've got some great mangoes on sale
Can you eat the seed ? , No  Peel the skin with a sharp knife   and throw out the seed
Can you describe their taste ? , They usually taste sweet   but they remind me of an orange
Where do they grow mangoes ? , The ones that are on sale are from Central America
I think that it would look better with a better quality carpet , You can have a different carpet   but you have to pay more if it costs more
Do you think that I could have a different paint color in my apartment ? , I have to see a sample  Bring me one this week   please
Thank you for coming , You ’ re welcome  What ’ s the problem ?
The pipe is behind a wall in my bathroom , How long has the pipe been leaking ?
I know , That won ’ t be a problem ?
Can I ask you a question ? , Sure   go ahead
Really ? Why not ? Don ’ t you go up and talk to them ? , No   I don ’ t  I ’ m too afraid of making mistakes in English  I don ’ t want to be laughed at
Hi  Are you new in this class ? , Yes   I am  I really don ’ t know anyone
I took this course last semester too  Now I am taking it again ! , How is it ? Did you learn anything here ? Why are you taking it again ?
I really want to take a nap  I feel very sleepy today , What ’ s the matter ? Didn ’ t you get enough sleep last night ?
You know how it is when you ’ re in a strange country  Everything is new   and you get tired and nervous sometimes  Then you worry about your family   about conditions back home   about your courses   about your money   about everything  I tried to fall asleep but I just had too much on my mind , Well   take it easy  Things will look better tomorrow  Maybe you should try exercising or a hot bath to help you relax
I don ’ t mind at all  You can ask me anything  We ’ re friends , Have you got a scholarship   or are you on your own ?
Do you mean that you ’ re self-supporting ? I didn ’ t even know you had a job ! , Oh no  My family supports me  And believe me   changing foreign money into dollars is heart-breaking  You seem to get so little in return
Sure   anything you say , Actually   it ’ s a little bit silly
You need to know the type of shoes you want , Don ’ t worry about that  I can point it out in the store
I really think all Americans look alike , You ’ re crazy ! You haven ’ t been here long enough
They wear the same clothes   they ’ re all blond   they all drive cars   they all own Parker fountain pens ; they all drink Coca Cola   and they all chew gum , I disagree with you  They don ’ t all wear the same clothes ; they ’ re definitely not all blond ; they don ’ t all own Parker fountain pens ; they don ’ t all drink Coca Cola   and they don ’ t all chew gum  I do think they all drive cars though ! But that doesn ’ t have anything to do with how they look !
Do you have a map of the campus ? , Yes   I have   but it doesn ’ t help me very much  I ’ m not very good at reading maps
That's because you don't know the short cuts  You'll learn them after a while  I can show you the ropes , Hi Jim  Do you have a minute ?
I don ’ t know anything about it  Soccer isn ’ t as popular in my country as it is here , That ’ s all right  We ’ ll teach you
I ’ ll come down and watch you play some day   and see what it ’ s like , Good idea  I think you ’ ll like it if you give it a chance
You're right  Girls love Barbie  Show me a Barbie doll , Take a look at the newest Barbie — Digital Barbie
Only $ 2995 ? I'll buy it   of course , Another one sold  Do you see anything else you would like ?
Cash   please , Here's your change  Thank you
Yes   she needs something to help her at school , How about a Mac ?
Only $ 2 100 ? Okay   let me have one , That's great  Will that be cash   check   or credit card ?
Do I need to buy anything else ? , All she has to do is open the box and follow the instructions
I need help finding a gift for my daughter , Would she like a laptop ?
She mentioned a Mac  How much is it ? , A 15 - inch Pro model is $ 2 100 plus tax
I'll use my VISA , We're almost through  Just sign here   please
She's going to be so pleased with this , Remember us for all your computer needs
That's perfect  I want to see one , Here you are — she's called Digital Barbie
That's perfect  Let me have her , Very good  Is there anything else you would like ?
Let me give you cash   please , Here's your change and receipt  Thank you
That's a great idea  Show me the Barbie dolls , Here's one — the new   beautiful Digital Barbie  This doll is hot !
No problem  Let me have one , That's great  Anything else ?
I'll give you cash , Thank you so much for shopping here  Here's your change and receipt
I think that would be perfect , A Mac is something most people appreciate
She's going to be so happy  Let me have one , You've made a good decision  How would you like to pay ?
Are there any extras that she needs ? , This is good to go  If she wants accessories   just visit us again
Can you help me pick out a gift for my daughter ? , She might like a laptop computer
Okay  How much ? , Well   a 15 - inch Pro is $ 2 100
Here's my VISA , Let me ring you up  Okay   sign here   please
Thank you for your help , So long  Thank you for shopping here
I like that suggestion  Show me one   please , Here you go — Digital Barbie
That's great  I'll take her , Your niece will love this  Anything else ?
I'll pay cash   thank you , Thank you for shopping here
I want a big pan , Does this one look big enough ?
It's light enough   but the handle will get too hot after cooking , Here's the same pan   but it has a space-age   heat-resistant plastic handle
Sure  Wait   wait  Does a lid come with this pan ? , Oh   I'm sorry  Here's the lid  Yes   it comes with the pan
Do you have anything made in the 1920s ? , We have six
That's fantastic  I think I like this one , A good choice  I prefer that one myself
I understand , Even if they break down   they're still works of art
That's exactly what I was thinking of , A Mac would be an excellent gift
A Mac it is  I'll take one home with me , She'll be very happy with this  And how do you plan to pay for it ?
Will she need anything besides what's in this box ? , Everything she needs is right here in the box
I'd like to purchase a pan , Is there any particular size that you want ?
Yes   that's the right size   but it's so heavy , Well   look at our aluminum pan  It's much lighter
Great  This is exactly what I was looking for  I'll buy it , I think you'll love this pan  Do you want to pay with cash ?
Hi  I'm looking for some good deals on produce , You might want to try the mangoes
Do I eat the seed ? , Maybe some animals eat the seed   but humans don't  You'd have to soak it for 10 years
Tell me what they taste like , Their flesh is soft and juicy  It has a citrus taste  It's sweet
Where do mangoes come from ? , These are from Guatemala   but we're going to start getting mangoes from India
A big one would be nice , How about this one ? It's our biggest — 16 ” in diameter
Oh   yes   this is much better  But it has an aluminum handle , Here you go  Same pan   but with a state-of-the-art   heat-resistant plastic handle
